REF,"OLD_REF",CODE EAN,SEGMENT PRODUIT ,SOUS SEGMENT PRODUIT,MARQUE,UNIVERS,GAMME,DESIGNATION,TAILLE,COULEUR,PCB,Statut, PPR TTC 2025, PAHT Brut 2025, PA HT remisé (20%)
1005711,43927-200-0,4009839294433,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,CISEAUX DE CUISINE,"Ciseaux à usages multiples, noir",200,Noir,1,Actuel,"74,95 €","54,86 €","  43,89 € "
1005694,42931-000-0,4009839393921,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® SELECT,Ciseaux à volaille démontable TWIN® Select,235,Inox,1,Actuel,"99,95 €","73,16 €","  58,53 € "
1005574,41470-000-0,4009839200212,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® SELECT,Ciseaux de cuisine à usages multiples satin TWIN® Select,200,Inox,1,Actuel,"79,95 €","58,52 €","  46,82 € "
1021189,41471-131-0,4009839649479,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® SELECT,Ciseaux de ménage 13 cm TWIN® SELECT,130,Argent,1,Actuel,"41,95 €","30,71 €","  24,57 € "
1021190,41471-161-0,4009839649486,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® SELECT,Ciseaux de ménage 16 cm TWIN® SELECT,160,Argent,1,Actuel,"46,95 €","34,37 €","  27,50 € "
1021191,41471-191-0,4009839649493,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® SELECT,Ciseaux de ménage 18 cm TWIN® SELECT,180,Argent,1,Actuel,"52,95 €","38,76 €","  31,01 € "
1005717,43964-200-0,4009839334122,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® ,"Ciseaux à usages multiples, rouge TWIN®",200,Rouge,1,Actuel,"44,95 €","32,90 €","  26,32 € "
1005720,43967-200-0,4009839334139,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® ,"Ciseaux à usages multiples, noir TWIN®",200,Noir,1,Actuel,"44,95 €","32,90 €","  26,32 € "
1005566,41370-001-3,4009839547881,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® L,"Ciseaux à usages multiples,TWIN® L, 20 cm",205,Noir,1,Actuel,"29,95 €","21,92 €","  17,54 € "
1005570,41374-000-0,4009839295904,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® L,"Ciseaux à usages multiples, TWIN® L, 23 cm",230,Noir,1,Actuel,"32,95 €","24,12 €","  19,30 € "
1005557,41300-111-0,4009839057304,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® L,Ciseaux de ménage TWIN® L 11 cm,11,Noir,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1005558,41300-131-0,4009839197734,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® L,Ciseaux de ménage TWIN® L 13 cm,13,Noir,1,Actuel,"27,95 €","20,46 €","  16,37 € "
1005560,41300-161-0,4009839057328,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® L,Ciseaux de ménage TWIN® L 16 cm,16,Noir,1,Actuel,"29,95 €","21,92 €","  17,54 € "
1005561,41300-191-0,4009839057335,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® L,Ciseaux de ménage TWIN® L 19 cm,19,Noir,1,Actuel,"32,95 €","24,12 €","  19,30 € "
1022851,41300-221-0,4009839057342,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® L,Ciseaux de tailleur 22 cm TWIN® L,220,Noir,1,Actuel,"29,95 €","21,92 €","  17,54 € "
1022852,41300-251-0,4009839057359,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,TWIN® L,Ciseaux de tailleur 25 cm TWIN® L,250,Noir,1,Actuel,"34,95 €","25,58 €","  20,46 € "
1005685,42903-000-0,4009839037740,Ciseaux,Ciseaux de ménage,ZWILLING,CISEAUX,CISEAUX À VOLAILLES,"Ciseaux à volaille, démontable",250,Inox,1,Actuel,"119,00 €","87,11 €","  69,69 € "
1026660,-,4009839669385,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,BINO,Bino 4 pcs. Couverts pour enfants ,215x150x25,Inox,1,Actuel,"16,95 €","12,41 €","  9,93 € "
1026654,-,4009839669415,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,GRIMMS,Grimms märchen 4 pcs. Couverts pour enfants ,215x150x25,Inox,1,Actuel,"19,95 €","14,60 €","  11,68 € "
1026658,-,4009839669354,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,FILOU,Filou 4 pcs. Couverts pour enfants ,215x150x25,Inox,1,Actuel,"22,95 €","16,80 €","  13,44 € "
1026657,-,4009839669392,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,TEDDY,Teddy 4 pcs. Couverts pour enfants ,215x150x25,Inox,1,Actuel,"22,95 €","16,80 €","  13,44 € "
1026663,-,4009839669316,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,PILA,Pila 4 pcs. Couverts pour enfants ,215x150x25,Inox,1,Actuel,"22,95 €","16,80 €","  13,44 € "
1026662,-,4009839669309,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,JUNGLE,Jungle 4 pcs. Couleurs Couverts pour enfants ,215x150x25,Inox,1,Actuel,"29,95 €","21,92 €","  17,54 € "
1026666,-,4009839669347,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,JUNGLE,Jungle 4 pcs. Couverts pour enfants ,215x150x25,Inox,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1026665,-,4009839669408,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,EMILIE,Emilie 4 pcs. Couleurs Couverts pour enfants ,215x150x25,Inox,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1026659,-,4009839669323,Couverts,Couverts pour enfants,ZWILLING,COUVERTS,ECKBERT,Eckbert 4 pcs. Couleurs Couverts pour enfants ,215x150x25,Inox,1,Actuel,"29,95 €","21,92 €","  17,54 € "
1023063,-,4009839658099,Couverts,Couverts,ZWILLING,COUVERTS,MARYLAND,20 pcs. Ménagère MARYLAND,435x315x50,Argent,1,Actuel,"89,95 €","65,84 €","  52,67 € "
1023003,-,4009839657580,Couverts,Couverts,ZWILLING,COUVERTS,MARYLAND,30 pcs. Ménagère MARYLAND,435x315x50,Argent,1,Actuel,"149,00 €","109,07 €","  87,26 € "
1023042,-,4009839657887,Couverts,Couverts,ZWILLING,COUVERTS,MARYLAND,60 pcs. Ménagère MARYLAND,435x315x50,Argent,1,Actuel,"299,00 €","218,87 €","  175,10 € "
1023054,-,4009839658006,Couverts,Couverts,ZWILLING,COUVERTS,MARYLAND,68 pcs. Ménagère MARYLAND,495x375x105,Argent,1,Actuel,"399,00 €","292,07 €","  233,66 € "
1026380,-,4009839667367,Couverts,Couverts,ZWILLING,COUVERTS,MINIMALE,30 pcs. Ménagère MINIMALE mat,305x278x84,Argent,1,Actuel,"199,00 €","145,67 €","  116,54 € "
1026429,-,4009839667459,Couverts,Couverts,ZWILLING,COUVERTS,SOHO,30 pcs. Ménagère SOHO,305x278x84,Argent,1,Actuel,"199,00 €","145,67 €","  116,54 € "
1026432,-,4009839667503,Couverts,Couverts,ZWILLING,COUVERTS,SOHO,68 pcs. Ménagère SOHO,336x302x135,Argent,1,Actuel,"399,00 €","292,07 €","  233,66 € "
1026439,-,4009839667565,Couverts,Couverts,ZWILLING,COUVERTS,KING,68 pcs. Ménagère KING,336x302x135,Argent,1,Actuel,"349,00 €","255,47 €","  204,38 € "
1026462,-,4009839668098,Couverts,Couverts,ZWILLING,COUVERTS,ABERDEEN,30 pcs. Ménagère ABERDEEN,305x278x84,Argent,1,Actuel,"199,00 €","145,67 €","  116,54 € "
1026461,-,4009839667954,Couverts,Couverts,ZWILLING,COUVERTS,ABERDEEN,68 pcs. Ménagère ABERDEEN,336x302x135,Argent,1,Actuel,"399,00 €","292,07 €","  233,66 € "
1026441,-,4009839667589,Couverts,Couverts,ZWILLING,COUVERTS,KING,30 pcs. Ménagère KING,305x278x84,Argent,1,Actuel,"149,00 €","109,07 €","  87,26 € "
1026442,-,4009839667633,Couverts,Couverts,ZWILLING,COUVERTS,KING,60 pcs. Ménagère KING,305x278x84,Argent,1,Actuel,"299,00 €","218,87 €","  175,10 € "
1026529,-,4009839668418,Couverts,Couverts,ZWILLING,COUVERTS,WAKEFIELD,30 pcs. Ménagère WAKEFIELD,305x278x84,Argent,1,Actuel,"149,00 €","109,07 €","  87,26 € "
1026530,-,4009839668395,Couverts,Couverts,ZWILLING,COUVERTS,WAKEFIELD,60 pcs. Ménagère WAKEFIELD,305x278x84,Argent,1,Actuel,"299,00 €","218,87 €","  175,10 € "
1026512,-,4009839668319,Couverts,Couverts,ZWILLING,COUVERTS,LOFT,30 pcs. Ménagère LOFT,305x278x84,Argent,1,Actuel,"149,00 €","109,07 €","  87,26 € "
1026503,-,4009839668203,Couverts,Couverts,ZWILLING,COUVERTS,LOFT,60 pcs. Ménagère LOFT,305x278x84,Argent,1,Actuel,"299,00 €","218,87 €","  175,10 € "
1027281,53109-001-0,4009839672484,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Presse-agrume électrique noir ZWILLING® ENFINIGY,105x157x205,Noir,1,Actuel,"99,95 €","79,75 €","  63,80 € "
1005777,53008-000-0,4009839427121,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Grille Pain 2S Argent - avec support viennoiserie ZWILLING® ENFINIGY,292x168x206,Argent,1,Actuel,"99,95 €","79,75 €","  63,80 € "
1005779,53009-000-0,4009839427145,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Grille Pain 2L Argent - avec support viennoiserie ZWILLING® ENFINIGY,292x168x206,Argent,1,Actuel,"129,00 €","102,93 €","  82,34 € "
1026864,,4009839670435,,,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Grille Pain 2S Noir - avec support viennoiserie ZWILLING® ENFINIGY,292x168x206,Argent,1,Actuel,"99,95 €","79,75 €","  63,80 € "
1026860,,4009839670428,,,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Grille Pain 2L Noir - avec support viennoiserie ZWILLING® ENFINIGY,292x168x206,Argent,1,Actuel,"129,00 €","102,93 €","  82,34 € "
1005773,53003-000-0,4009839427305,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Mini Blender 0,55 L Argent ZWILLING® ENFINIGY",137x357,Argent,1,Actuel,"119,00 €","94,75 €","  75,80 € "
1008863,53003-001-0,4009839537226,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Mini Blender 0,55 L Noir ZWILLING® ENFINIGY",137x357,Noir,1,Actuel,"119,00 €","94,75 €","  75,80 € "
1005772,53002-000-0,4009839427015,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Blender universel 1,4 L Argent ZWILLING® ENFINIGY",165x399,Argent,1,Actuel,"199,00 €","158,78 €","  127,02 € "
1008861,53002-001-0,4009839537219,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Blender universel 1,4 L Noir ZWILLING® ENFINIGY",165x399,Noir,1,Actuel,"199,00 €","158,78 €","  127,02 € "
1005770,53000-000-0,4009839427213,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Blender Power 1,8 L Argent ZWILLING® ENFINIGY",193x423,Argent,1,Actuel,"349,00 €","278,46 €","  222,77 € "
1008857,53000-001-0,4009839537066,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Blender Power 1,8 L Noir ZWILLING® ENFINIGY",193x423,Noir,1,Actuel,"349,00 €","278,46 €","  222,77 € "
1005771,53001-000-0,4009839427206,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Blender Power Pro 1,8 L Argent ZWILLING® ENFINIGY",193x423,Argent,1,Actuel,"699,00 €","557,72 €","  446,18 € "
1008859,53001-001-0,4009839537202,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Blender Power Pro 1,8 L Noir ZWILLING® ENFINIGY",193x423,Noir,1,Actuel,"699,00 €","557,72 €","  446,18 € "
1010597,53104-500-0,4009839643408,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Bol robot multifonction pour blender Argent ZWILLING® ENFINIGY,233x182x267,Blanc argenté,1,Actuel,"149,00 €","118,88 €","  95,10 € "
1010598,53104-501-0,4009839643415,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Bol robot multifonction pour blender Noir ZWILLING® ENFINIGY,233x182x267,Noir,1,Actuel,"149,00 €","118,88 €","  95,10 € "
1021604,53104-900-0,4009839651571,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Mixeur plongeant blanc avec gobelet 600 ml et couvercle sous vide ZWILLING® ENFINIGY,-,Blanc argenté,1,Actuel,"99,95 €","79,75 €","  63,80 € "
1021605,53104-901-0,4009839651588,Appareils électriques,Blender et mixeur,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Mixeur plongeant Noir avec gobelet 600 ml et couvercle sous vide ZWILLING® ENFINIGY,-,Noir,1,Actuel,"99,95 €","79,75 €","  63,80 € "
1029054,-,4009839677120,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Hachoir Blanc pour mixeur plongeant ZWILLING® ENFINIGY,444x300x376,Blanc,1,Actuel,"19,95 €","15,92 €","  12,74 € "
1029055,-,4009839677137,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Hachoir Noir pour mixeur plongeant ZWILLING® ENFINIGY,444x300x376,Noir,1,Actuel,"19,95 €","15,92 €","  12,74 € "
1029056,-,4009839677144,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Fouet pour mixeur plongeant ZWILLING® ENFINIGY,396x332x534,Gris,1,Actuel,"14,95 €","11,93 €","  9,54 € "
1029156,-,4009839677571,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Presse purée pour mixeur plongeant ZWILLING® ENFINIGY,444x336x490,Gris,1,Actuel,"24,95 €","19,91 €","  15,93 € "
1005883,53999-004-0,4009839527524,Rangements,Stockage sous-vide,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Adapteur sous vide pour blender Power Pro, Power et Universel, blanc ZWILLING® ENFINIGY",80x20,Blanc,1,Actuel,"4,95 €","3,95 €","  3,16 € "
1008917,53999-015-0,4009839537295,Rangements,Stockage sous-vide,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Adapteur sous vide pour blender Power Pro, Power et Universel, Noir ZWILLING® ENFINIGY",80x20,Noir,1,Actuel,"4,95 €","3,95 €","  3,16 € "
1005882,53999-003-0,4009839527517,Rangements,Stockage sous-vide,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Couvercle sous vide pour mini blender, Blanc ZWILLING® ENFINIGY",91x36,Blanc,1,Actuel,"4,95 €","3,95 €","  3,16 € "
1008916,53999-014-0,4009839537394,Rangements,Stockage sous-vide,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Couvercle sous vide pour mini blender, Noir ZWILLING® ENFINIGY",91x36,Noir,1,Actuel,"4,95 €","3,95 €","  3,16 € "
1009634,53102-800-0,4009839546709,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Thermoplongeur cuisson sous vide Argent ZWILLING® ENFINIGY,50x85x320,Blanc,1,Actuel,"129,00 €","102,93 €","  82,34 € "
1009635,53102-801-0,4009839546716,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Thermoplongeur cuisson sous vide Noir ZWILLING® ENFINIGY,50x85x320,Noir,1,Actuel,"129,00 €","102,93 €","  82,34 € "
1010735,53999-022-0,4009839643897,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Support à sacs pour cuisson sous vide ZWILLING® ENFINIGY,-,Argent,1,Actuel,"14,95 €","11,93 €","  9,54 € "
1021376,53105-000-0,4009839650666,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Bouilloire 1 L Argent ZWILLING® ENFINIGY,135x210,Argent,1,Actuel,"69,95 €","55,81 €","  44,65 € "
1021542,53105-001-0,4009839651182,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Bouilloire 1 L Noir ZWILLING® ENFINIGY,135x210,Noir,1,Actuel,"69,95 €","55,81 €","  44,65 € "
1027166,53110-000-0,4009839672002,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Bouilloire Pro 1 L Argent ZWILLING® ENFINIGY,135x135x210,Argent,1,Actuel,"119,00 €","94,95 €","  75,96 € "
1027167,53110-001-0,4009839672019,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Bouilloire Pro 1 L Noir ZWILLING® ENFINIGY,135x135x210,Noir,1,Actuel,"119,00 €","94,95 €","  75,96 € "
1005774,53005-000-0,4009839427138,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Bouilloire 1,5 L Argent ZWILLING® ENFINIGY",152x260,Argent,1,Actuel,"89,95 €","71,77 €","  57,42 € "
1008865,53005-001-0,4009839537189,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Bouilloire 1,5 L Noir ZWILLING® ENFINIGY",152x260,Noir,1,Actuel,"89,95 €","71,77 €","  57,42 € "
1005775,53006-000-0,4009839427169,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Bouilloire Pro 1,5 L Argent ZWILLING® ENFINIGY",223x152x244,Argent,1,Actuel,"139,00 €","110,91 €","  88,73 € "
1008867,53006-002-0,4009839537172,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Bouilloire Pro 1,5 L Noir ZWILLING® ENFINIGY",223x152x244,Noir,1,Actuel,"139,00 €","110,91 €","  88,73 € "
1008907,53102-500-0,4009839542688,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Bouilloire théière électrique en verre 1,7 L Argent ZWILLING® ENFINIGY",200x220x260,Blanc,1,Actuel,"149,00 €","118,88 €","  95,10 € "
1008908,53102-501-0,4009839542695,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Bouilloire théière électrique en verre 1,7 L Noir ZWILLING® ENFINIGY",200x220x260,Noir,1,Actuel,"149,00 €","118,88 €","  95,10 € "
1009872,53999-023-0,4009839641923,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Insert chauffe biberon ZWILLING® ENFINIGY,-,Argent,1,Actuel,"14,95 €","11,93 €","  9,54 € "
1008909,53103-300-0,4009839541056,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Machine à café 1,5 L avec filtre Argent ZWILLING® ENFINIGY",153x325x348,Blanc argenté,1,Actuel,"159,00 €","126,86 €","  101,49 € "
1010447,53103-301-0,4009839642937,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Machine à café 1,5 L avec filtre Noir ZWILLING® ENFINIGY",153x325x348,Noir,1,Actuel,"159,00 €","126,86 €","  101,49 € "
1022565,53106-000-0,4009839655548,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Machine à café thermo 1,25 L avec filtre Argent ZWILLING® ENFINIGY",153x325x348,Blanc argenté,1,Actuel,"199,00 €","158,78 €","  127,02 € "
1022566,53106-001-0,4009839655555,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,"Machine à café thermo 1,25 L avec filtre Noir ZWILLING® ENFINIGY",153x325x348,Noir,1,Actuel,"199,00 €","158,78 €","  127,02 € "
1022997,53999-034-0,4009839657573,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Filtre permanent ZWILLING® ENFINIGY,-,Argent,1,Actuel,"19,95 €","15,92 €","  12,74 € "
1010451,,4009839642975,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Broyeur à café Argent ZWILLING® ENFINIGY,198x120x398,Blanc argenté,1,Actuel,"129,00 €","102,93 €","  82,34 € "
1010465,53104-601-0,4009839643026,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Broyeur à café Noir ZWILLING® ENFINIGY,198x120x398,Noir,1,Actuel,"129,00 €","102,93 €","  82,34 € "
1010449,53104-000-0,4009839642951,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Mousseur à lait 400 ml Argent ZWILLING® ENFINIGY,105x157x205,Argent,1,Actuel,"99,95 €","79,75 €","  63,80 € "
1010479,53104-001-0,4009839643033,Appareils électriques,Chauffer,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Mousseur à lait 400 ml Noir ZWILLING® ENFINIGY,105x157x205,Noir,1,Actuel,"99,95 €","79,75 €","  63,80 € "
1009638,53103-700-0,4009839546808,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Moulin à épices électrique blanc ZWILLING® ENFINIGY,47 x 202,Blanc,1,Actuel,"59,95 €","47,83 €","  38,26 € "
1009639,53103-701-0,4009839546839,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Moulin à épices électrique Noir ZWILLING® ENFINIGY,47 x 202,Noir,1,Actuel,"59,95 €","47,83 €","  38,26 € "
1021857,53103-702-0,4009839652387,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Set moulin à épices ZWILLING® ENFINIGY,-,Noir et blanc,1,Actuel,"99,95 €","79,75 €","  63,80 € "
1028019,-,4009839674389,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Ouvre-bouteille ZWILLING® ENFINIGY,"48,5x213",Noir,1,Actuel,"49,95 €","39,85 €","  31,88 € "
1008873,53011-051-0,4009839536953,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Balance digitale Argent ZWILLING® ENFINIGY,245x188x20,Argent,1,Actuel,"39,95 €","31,88 €","  25,50 € "
1008874,53011-053-0,4009839537158,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Balance digitale Noir ZWILLING® ENFINIGY,245x188x20,Noir,1,Actuel,"39,95 €","31,88 €","  25,50 € "
1021038,53104-400-0,4009839648649,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Balance digitale avec fonction de charge à induction Argent ZWILLING® ENFINIGY,245x188x20,Argent,1,Actuel,"79,95 €","63,79 €","  51,03 € "
1021042,53104-401-0,4009839648687,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Balance digitale avec fonction de charge à induction Noir ZWILLING® ENFINIGY,245x188x20,Noir,1,Actuel,"79,95 €","63,79 €","  51,03 € "
1009471,36421-000-0,4009839546846,Appareils électriques,Appareils électriques / autre,ZWILLING,ELECTRICS,ZWILLING® ENFINIGY,Détergent 500 ml ZWILLING® ENFINIGY,500 ml,-,1,Actuel,"9,95 €","7,94 €","  6,35 € "
1021777,36450-280-0,4009839652240,Appareils électriques,Cuisiner,ZWILLING,ELECTRICS,ZWILLING® ELECTRICS,Friteuse à air chaud 4 L ZWILLING® Electrics,347x291x300,Noir,1,Actuel,"139,00 €","101,75 €","  81,40 € "
1009472,36540-101-0,4009839546860,Couteaux,Couteaux sans mitre,ZWILLING,KIDS,ZWILLING® TWINNY,Couteau de Chef pour enfants - bleu ZWILLING® Twinny,10,Bleu,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1009473,36550-101-0,4009839546884,Couteaux,Couteaux sans mitre,ZWILLING,KIDS,ZWILLING® TWINNY,Couteau de Chef pour enfants - rouge ZWILLING® Twinny,10,Rouge,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1009846,36814-501-0,4009839641688,Rangements,Stockage sous-vide,ZWILLING,KIDS,ZWILLING® DINOS,Lunch box sous vide - S - ZWILLING® Dinos,400 ml,Blanc-Gris,1,Actuel,"11,95 €","9,53 €","  7,62 € "
1009873,36814-500-0,4009839641930,Rangements,Stockage sous-vide,ZWILLING,KIDS,ZWILLING® DINOS,Lunch box sous vide - M - ZWILLING® Dinos,650 ml,Blanc-Gris,1,Actuel,"16,95 €","13,52 €","  10,82 € "
1009853,36814-502-0,4009839641756,Rangements,Stockage sous-vide,ZWILLING,KIDS,ZWILLING® DINOS,Lunch box sous vide - L - ZWILLING® Dinos,1300 ml,Blanc-Gris,1,Actuel,"19,95 €","15,92 €","  12,74 € "
1007754,39500-506-0,4009839533884,Vaisselle et Verres,Verres / autre,ZWILLING,KIDS,ZWILLING® DINOS,Gourde - ZWILLING® Dinos,350 ml,Blanc-Gris,1,Actuel,"15,95 €","12,73 €","  10,18 € "
1010493,39500-530-0,4009839643057,Vaisselle et Verres,Verres / autre,ZWILLING,KIDS,ZWILLING® DINOS,Bouteille isotherme avec tasse - ZWILLING® Dinos,380 ml,Blanc-Gris,1,Actuel,"21,95 €","17,51 €","  14,01 € "
1005623,42440-001-0,4009839267758,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Coupe ongles, mat satiné TWIN® S",60,Inox,1,Actuel,"43,95 €","32,17 €","  25,74 € "
1005622,42440-000-0,4009839267765,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Coupe-ongles, mat satiné avec boîte TWIN® S",60,Inox,1,Actuel,"43,95 €","32,17 €","  25,74 € "
1005588,42403-000-0,4009839345272,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Coupe-ongles, mat satiné TWIN® Box Prime",65,Noir argenté,1,Actuel,"27,95 €","20,46 €","  16,37 € "
1005587,42401-000-0,4009839375941,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Coupe-ongles, mat satiné TWIN® Box Prime",80,Noir argenté,1,Actuel,"37,95 €","27,78 €","  22,22 € "
1005610,42422-001-0,4009839191411,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Coupe-ongles, mat satiné TWIN® Box",65,Inox,1,Actuel,"27,95 €","20,46 €","  16,37 € "
1005612,42423-001-0,4009839200038,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Coupe-ongles, mat satiné TWIN® Box",90,Noir,1,Actuel,"37,95 €","27,78 €","  22,22 € "
1005739,47355-091-0,4009839267710,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Ciseaux à ongles 2en1, mat satiné TWINOX®",90,Inox,3,Actuel,"43,95 €","32,17 €","  25,74 € "
